id,word,pos,part,section,japanese,sentence,sentence_ja
567,discipline,noun,1,6,規律，しつけ；訓練；懲戒；学問分野,Sociology is a fascinating academic discipline that explores the complexities of human society.,社会学は、人間社会の複雑さを探求する魅力的な学問分野です。
568,myth,noun,1,6,作り話；神話,It is a common myth that humans only use 10% of their brain.,人間は脳の10%しか使っていないというのは、よくある俗説です。
569,hypothesis,noun,1,6,仮説；憶測,The scientist proposed a new hypothesis to explain the unexpected experimental results.,その科学者は、予期せぬ実験結果を説明するために、新しい仮説を提唱した。
570,physician,noun,1,6,【主に米】 医師（≒ doctor）；内科医,A compassionate physician not only treats the illness but also provides comfort and understanding to their patients.,思いやりのある医師は、病気を治療するだけでなく、患者に安心感と理解を与えます。
571,client,noun,1,6,顧客（≒ customer）；（弁護士などの）依頼人,The lawyer advised his client to accept the settlement offer.,弁護士は依頼人に和解案を受け入れるよう助言しました。
572,colony,noun,1,6,植民地；集団居住地；（動植物の）コロニー,The British Empire once controlled a vast number of colonies around the world.,かつて大英帝国は、世界中に数多くの植民地を支配していました。
573,statistics,noun,1,6,統計；統計学,Students often find that understanding basic statistics is crucial for research in many academic disciplines.,学生は、多くの学問分野での研究において、基本的な統計学の理解が極めて重要であると、しばしば感じています。
574,grain,noun,1,6,穀物；粒；きめ,Many countries rely on imported grain to feed their populations.,多くの国が、自国の人口を養うために輸入穀物に依存している。
575,ingredient,noun,1,6,材料，成分；（成功の）要因,Patience and perseverance are crucial ingredients for mastering a new language.,新しい言語を習得するためには、忍耐力と粘り強さが不可欠な要素です。
576,treasure,noun,1,6,宝物，財宝；財産,"The old locket, though lacking significant monetary value, was cherished as a priceless family treasure passed down through generations.",古いロケットは、金銭的な価値はあまりなかったものの、代々受け継がれてきたかけがえのない家族の宝物として大切にされていました。
577,contract,noun,1,6,契約（書）；協定,The two companies signed a new contract to collaborate on the development of innovative technology.,その2社は、革新的な技術の開発において協力するための新しい契約を締結した。
578,welfare,noun,1,6,福祉，幸福,The primary objective of the new social program is to improve the overall welfare of low-income families.,この新しい社会プログラムの主要な目的は、低所得世帯の全体的な福祉を向上させることです。
579,prime,adjective,1,6,主要な，最も重要な；最適な；極上の,Securing a prime position in the market requires constant innovation and understanding of consumer needs.,市場で最重要の地位を確保するには、絶え間ない革新と消費者のニーズの理解が必要です。
580,curious,adjective,1,6,好奇心の強い；奇妙な,"She was curious about the ancient ruins, so she decided to join the archaeological expedition.",彼女は古代遺跡に好奇心を持っていたので、考古学探検隊に参加することにした。
581,dramatic,adjective,1,6,劇的な；演劇の,The company reported a dramatic increase in sales after implementing the new marketing strategy.,会社は新しいマーケティング戦略を導入後、売上が劇的に増加したと報告しました。
582,distinct,adjective,1,6,明らかに異なる；明瞭な,"The human brain has several distinct regions, each responsible for different functions.",人間の脳には、それぞれ異なる機能を担う、明瞭な領域がいくつかあります。
583,anxious,adjective,1,6,心配して；切望して,Many students feel anxious about their future career prospects after graduation.,多くの学生は、卒業後の将来のキャリアの見通しについて不安を感じています。
584,vital,adjective,1,6,必要不可欠な；活気のある；生命にかかわる,Regular exercise is vital for maintaining good health.,定期的な運動は、健康を維持するために不可欠です。
585,conventional,adjective,1,6,従来の；月並みな,The company decided to stick to conventional advertising strategies despite the rise of digital marketing.,その会社は、デジタルマーケティングが台頭する中でも、従来の広告戦略を踏襲することに決めた。
586,abstract,adjective,1,6,抽象的な（⇔ concrete ⇒ 783）,Many students find it challenging to understand abstract concepts without practical examples.,多くの学生は、実例なしに抽象的な概念を理解することは困難だと感じています。
587,minor,adjective,1,6,重要でない；小さい（⇔ major ⇒ 88）,"Despite some minor setbacks, they managed to complete the project on time.",いくつかの軽微な問題にもかかわらず、彼らは予定通りにそのプロジェクトを完了することができた。
588,extraordinary,adjective,1,6,並はずれた；異常な，驚くべき,"The novel's protagonist possessed an extraordinary resilience, allowing her to overcome seemingly insurmountable challenges.",小説の主人公は並外れた回復力を備えており、それにより一見乗り越えられないような困難を克服した。
589,stable,adjective,1,6,安定した（⇔ unstable 不安定な）；動じない,"For a building to be safe, its foundation must be stable.",建物が安全であるためには、その基礎は安定していなければならない。
590,flexible,adjective,1,6,融通の利く，柔軟な,A good leader needs to be flexible and adapt to changing circumstances.,良いリーダーは、柔軟性があり、変化する状況に適応できる必要があります。
591,brief,adjective,1,6,簡潔な；短い,Please give me a brief explanation of the project.,そのプロジェクトについて簡潔な説明をしてください。
592,aggressive,adjective,1,6,攻撃的な；意欲的な,An aggressive marketing campaign helped the new product quickly gain recognition in the crowded market.,積極的なマーケティングキャンペーンにより、新製品は競争の激しい市場で迅速に認知度を高めることができた。
593,visible,adjective,1,6,（目に）見える（⇔ invisible 見えない）；明白な,The summit of Mount Fuji was clearly visible from our hotel window on a clear day.,晴れた日には、ホテルの窓から富士山の頂上がはっきりと見えました。
594,unexpected,adjective,1,6,思いがけない，不意の,The announcement of unexpected profits boosted the company's stock price.,思いがけない利益の発表は、その会社の株価を押し上げた。
595,ethnic,adjective,1,6,民族の，人種の；民族特有の,The city's market offered a wide variety of ethnic foods from around the world.,その街の市場には、世界中の様々な民族料理が並んでいました。
596,alien,adjective,1,6,（～にとって）異質の（to）；外国の；宇宙人の,The customs of the new country felt completely alien to him at first.,最初、その新しい国の習慣は彼にとって全く異質に感じられた。
597,initial,adjective,1,6,初めの,"Despite some initial difficulties, the team successfully completed the experiment.",当初のいくつかの困難にもかかわらず、チームは実験を成功裏に完了した。
598,exact,adjective,1,6,正確な；まさにその,Scientists strive to determine the exact cause of a phenomenon through rigorous experimentation.,科学者たちは、厳密な実験によって現象の正確な原因の解明に努める。
599,precise,adjective,1,6,正確な（≒ exact）；精密な；まさにその,"To write a good essay, it is essential to have a precise understanding of the topic.",良いエッセイを書くためには、そのトピックについて正確な理解を持つことが不可欠です。
600,latter,pronoun,1,6,後者の（⇔ former 前者の），後半の,"The committee received two proposals: the former focused on long-term growth, while the latter emphasized immediate profitability.",委員会は2つの提案を受け取った。前者は長期的な成長に焦点を当てていたが、後者は即時の収益性を重視していた。
601,commit,verb,1,7,〔commit oneselfまたは受身形で〕献身する；（罪など）を犯す；を投入する,He committed himself to his research with great enthusiasm.,彼は多大な熱意をもって研究に専念した。
602,stimulate,verb,1,7,を刺激する,Reading can stimulate your imagination and creativity.,読書は想像力と創造性を刺激することができます。
603,enhance,verb,1,7,（価値など）を高める，増す,The new software update is designed to enhance user experience and productivity.,新しいソフトウェアのアップデートは、ユーザー体験と生産性を高めるように設計されています。
604,pursue,verb,1,7,を追求する；に従事する,"She decided to pursue a career in medicine, driven by her passion for helping others.",彼女は、人々を助けたいという情熱に駆られて、医学の道を追求することを決意した。
605,react,verb,1,7,反応する；化学反応を起こす,The company's stock is expected to react sharply to the announcement of its new product.,その会社の株価は、新製品の発表に鋭く反応すると予想されている。
606,disagree,verb,1,7,不賛成である；意見が食い違う,"It's important to be able to respectfully disagree with others, even when discussing sensitive topics.",デリケートな話題について話し合う際でさえ、他者と敬意を持って意見が異なることができるのは重要なことです。
607,stare,verb,1,7,じっと見る；を見つめる,She couldn't help but stare at the beautiful sunset.,彼女は美しい夕日をじっと見つめずにはいられなかった。
608,abandon,verb,1,7,を捨てる；を放棄する，断念する,The crew was forced to abandon the ship during the storm.,嵐の中で、乗組員は船を放棄せざるを得なかった。
609,quit,verb,1,7,をやめる；（場所）を去る,"Despite the difficulties, she refused to quit her studies and eventually graduated with honors.",困難にもかかわらず、彼女は学業を諦めず、最終的に優等で卒業した。
610,capture,verb,1,7,をとらえる；をとりこにする,Her powerful performance managed to capture the audience's attention from the very beginning.,彼女の迫力ある演技は、最初から観客の注目を捉えることに成功した。
611,transfer,verb,1,7,を移す；を伝える；移る；乗り換える,Students can transfer credits from another university.,学生は他の大学から単位を移行することができます。
612,bother,verb,1,7,を悩ます；（～を）気にかける（about / with）,He didn't bother to check the details before submitting the report.,彼はレポートを提出する前に、わざわざ詳細を確認しなかった。
613,persuade,verb,1,7,を説得する；に確信させる,She managed to persuade her parents to let her study abroad for a year.,彼女は両親を説得し、1年間留学する許可を得ることができた。
614,rent,verb,1,7,を賃借りする；を賃貸しする,"Many students choose to rent an apartment rather than live in dormitories, seeking more independence.",多くの学生は、より大きな自立を求めて、寮に住むよりもアパートを借りることを選びます。
615,breed,verb,1,7,を繁殖させる，育てる；繁殖する,Scientists are working to breed new varieties of crops that are resistant to common diseases.,科学者たちは、一般的な病気に強い新しい品種の作物を作り出そうと取り組んでいる。
616,invest,verb,1,7,（を）投資する；に（～を）与える（with）,Students should invest their time and effort in their studies to secure a brighter future.,学生は、より明るい未来を確実にするために、学業に時間と努力を投資すべきです。
617,reserve,verb,1,7,を予約する；を取っておく；（判断など）を保留する,"Despite the initial enthusiasm, the critics decided to reserve judgment until they had seen the full performance.",最初の熱狂にもかかわらず、批評家たちは全公演を見るまで判断を保留することに決めた。
618,trace,verb,1,7,（足跡・起源など）をたどる；を捜し出す,Detectives worked to trace the origins of the mysterious package.,刑事たちはその謎の小包の起源をたどろうとした。
619,illustrate,verb,1,7,を説明する；に挿絵を入れる,The professor used diagrams to illustrate the complex theory to his students.,教授は、複雑な理論を学生に分かりやすく説明するために、図を使いました。
620,advise,verb,1,7,に忠告［助言］する；（を）助言する,The career counselor advised the students to gain practical experience before applying for jobs.,キャリアカウンセラーは、学生たちに就職活動をする前に実践的な経験を積むように助言しました。
621,convey,verb,1,7,を伝える；を運ぶ，運搬する,The intricate details of the ancient tapestry effectively convey the rich history and cultural values of the civilization that created it.,その古代のタペストリーの複雑な細部は、それを作成した文明の豊かな歴史と文化的価値を効果的に伝えている。
622,attach,verb,1,7,を（取り）付ける；を付与する,Applicants are required to attach a recent photograph to their application form.,応募者は、申請書に近況の写真を添付することが求められています。
623,stretch,verb,1,7,を伸ばす；を広げる；伸びる；及ぶ,It's important to stretch before exercising to prevent injuries.,怪我を予防するためには、運動前にストレッチをすることが重要です。
624,puzzle,verb,1,7,を当惑させる,The mysterious disappearance of the ancient artifact continued to puzzle archaeologists for decades.,その古代遺物の謎めいた消失は、何十年もの間、考古学者たちを当惑させ続けた。
625,disturb,verb,1,7,をかき乱す；を妨害する；を動揺させる,I didn't want to disturb her while she was studying.,彼女が勉強している間、邪魔したくなかった。
626,crash,verb,1,7,衝突する，墜落する；をぶつけて壊す,"Due to a mechanical failure, the small plane crashed shortly after takeoff.",機械の故障により、小型飛行機は離陸直後に墜落した。
627,cope,verb,1,7,うまく処理する,It can be challenging for students to cope with the increased academic demands of university life.,学生にとって、大学生活で増大する学業上の要求に対処することは、困難な場合があります。
628,permit,verb,1,7,を許可する（≒ allow）（⇔ forbid ⇒ 1013）,Smoking is not permitted in this building.,この建物内では喫煙は許可されていません。
629,impress,verb,1,7,を感動させる；に印象を与える,She hoped her innovative project would impress the selection committee.,彼女は、自身の革新的なプロジェクトが選考委員会に好印象を与えることを願っていた。
630,suspect,verb,1,7,ではないかと思う；（人）を疑う,I suspect that the sudden change in weather conditions contributed to the accident.,天候の急激な変化が事故の一因となったのではないかと私は疑っている。
631,upset,verb,1,7,を動揺させる；をだめにする,The sudden change in plans completely upset our weekend arrangements.,計画の突然の変更が、私たちの週末の予定をすっかり台無しにした。
632,frighten,verb,1,7,（人）を怖がらせる,The loud noise suddenly frightened the baby.,その大きな音で、赤ちゃんは突然怖がった。
633,import,noun,1,7,を輸入する（⇔ export （を）輸出する）；を取り込む,The speaker emphasized the import of cultural exchange in fostering international understanding.,講演者は、国際理解を育む上で文化交流の重要性を強調した。
634,export,verb,1,7,（を）輸出する（⇔ import を輸入する）,Developing nations often export raw materials to developed countries.,発展途上国はしばしば原材料を先進国に輸出します。
635,investigate,verb,1,7,を調査する；を究明する；（～を）調査する（into）,It is crucial for journalists to thoroughly investigate their sources before publishing a story.,ジャーナリストが記事を公開する前に情報源を徹底的に調査することは、極めて重要である。
636,monitor,verb,1,7,を監視する；を傍受する,The international community decided to monitor the election process to ensure fairness and transparency.,国際社会は、公正性と透明性を確保するため、選挙の過程を監視することを決定した。
637,calculate,verb,1,7,を計算する；を予測する,It is crucial for astronomers to accurately calculate the distances to celestial objects to understand the scale of the universe.,天文学者が宇宙の規模を理解するためには、天体までの距離を正確に計算することが極めて重要である。
638,eliminate,verb,1,7,を取り除く,The government launched a new campaign to eliminate poverty in rural areas.,政府は農村地域の貧困を撲滅するための新たなキャンペーンを開始した。
639,ease,verb,1,7,を軽減する；和らぐ；緩む,The government introduced new measures to ease the financial burden on low-income families.,政府は低所得世帯の経済的負担を軽減するために新しい措置を導入した。
640,launch,verb,1,7,を開始する；を売り出す；を発射する,The company announced its plan to launch a new eco-friendly product line next month.,その会社は来月、新しい環境に優しい製品ラインを発売する計画を発表した。
641,sequence,noun,1,7,連続；一連（のもの）,"To effectively communicate, one must consider the logical sequence of ideas presented.",効果的に意思疎通を図るためには、提示されるアイデアの論理的な順序を考慮しなければならない。
642,therapy,noun,1,7,療法；心理療法,Many people find various forms of therapy beneficial for mental health.,多くの人々は、様々な種類の療法が精神的健康に有益であると考えています。
643,symptom,noun,1,7,症状；兆候（≒ sign）,Early detection of symptoms is crucial for effective treatment of many diseases.,多くの病気では、効果的な治療のためには症状の早期発見が不可欠である。
644,incident,noun,1,7,出来事，事件；紛争,The university administration is reviewing the security protocols after a recent incident on campus.,大学当局は、キャンパス内で最近起きた出来事を受けて、警備体制を見直している。
645,witness,noun,1,7,目撃者（≒ eyewitness）；証人；証拠，証言,The police interviewed several witnesses to the robbery.,警察は強盗事件の目撃者数人から聞き取り調査を行った。
646,sum,noun,1,7,（金）額；合計；要点,The project required a substantial sum of investment to be completed successfully.,そのプロジェクトを成功裏に完了させるには、かなりの投資額が必要とされた。
647,burden,noun,1,7,負担；（重い）義務；積み荷,The cost of healthcare has become a significant burden for many people.,医療費は多くの人々にとって大きな負担となっている。
648,tone,noun,1,7,口調；音色；雰囲気；色調,"The tone of his voice suggested he was upset, even though he tried to hide it.",彼の口調は、隠そうとしたにもかかわらず、彼が動揺していることを示唆していた。
649,honor,noun,1,7,光栄；名誉（⇔ dishonor 不名誉）；敬意,It was a great honor to be invited to speak at the international conference.,国際会議で講演するよう招待されたことは、大変な光栄でした。
650,award,noun,1,7,（～の）賞（for）；（証書などの）授与,She received an award for her outstanding research in the field of artificial intelligence.,彼女は人工知能の分野における卓越した研究に対して賞を受けました。
651,priority,noun,1,7,優先（事項）,"Students should learn to manage their time effectively, understanding that their academic success often depends on setting clear priorities.",学生は時間を効果的に管理することを学ぶべきであり、学業の成功が明確な優先順位の設定にかかっていることを理解することが重要である。
652,logic,noun,1,7,論理；道理；論理学,The intricate problem required careful analysis and the application of sound logic to arrive at a viable solution.,その複雑な問題は、実行可能な解決策にたどり着くために、慎重な分析と健全な論理の適用を必要とした。
653,minimum,adjective,1,7,最小限度（⇔ maximum ⇒ 965）,Students must achieve a minimum score of 70% to pass the exam.,学生は試験に合格するために、最低70%の点数を取得しなければなりません。
654,exception,noun,1,7,（～の）例外（to）,"While the general rule is to submit all assignments by Friday, the professor decided to make an exception for students with a valid medical certificate.",一般的にすべての課題を金曜日までに提出することになっていますが、教授は有効な診断書を持つ学生のために例外を設けることにしました。
655,clue,noun,1,7,（～の）手がかり（to / about）；（パズルの）ヒント,The investigators struggled to find any significant clue that could lead them to the missing artifact.,捜査員たちは、行方不明の遺物へと繋がる決定的な手がかりを見つけるのに苦労した。
656,bond,noun,1,7,絆；債券；束縛；接着剤,The strong bond between the siblings helped them overcome any difficulties.,兄弟間の強い絆は、彼らがあらゆる困難を乗り越える助けとなった。
657,virus,noun,1,7,ウイルス；（感染症の）病原体,Scientists are working hard to develop a vaccine against the novel virus.,科学者たちは、新型ウイルスに対するワクチンを開発するために懸命に取り組んでいます。
658,surgery,noun,1,7,（外科）手術；外科，外科医学,"After a detailed diagnosis, the doctors determined that the patient would require immediate surgery to address the internal injury.",詳細な診断の後、医師たちは内臓の損傷に対処するため、患者が直ちに手術を必要とすると判断した。
659,insurance,noun,1,7,保険；保険料；保険金,"Most people obtain various types of insurance, such as health or car insurance, to mitigate potential financial risks in the future.",多くの人々が、将来の潜在的な経済的リスクを軽減するために、健康保険や自動車保険などの様々な種類の保険に加入します。
660,frame,verb,1,7,枠，（額）縁；骨組み；体格,It took the carpenters several days to frame the basic structure of the new house.,大工たちは新しい家の基本的な骨組みを作るのに数日かかった。
661,shelter,noun,1,7,避難（所），保護,The small cabin became a shelter from the harsh winter storm.,その小さな小屋は、厳しい冬の嵐からの避難所となった。
662,territory,noun,1,7,領土；（活動の）領域；（動物の）テリトリー,Disputes over shared territory have often been a source of conflict between neighboring nations throughout history.,共有する領土をめぐる争いは、歴史上、隣国間の紛争の主な原因となることがしばしばあった。
663,boundary,noun,1,7,境界（線）；〔通例～ries〕限界,It is crucial for researchers to continually push the boundaries of knowledge to foster innovation.,イノベーションを促進するためには、研究者が常に知識の限界を押し広げ続けることが不可欠である。
664,habitat,noun,1,7,生息地；（人の）居住地,Deforestation is destroying the natural habitat of many species around the world.,森林伐採は世界中の多くの種の自然の生息地を破壊しています。
665,district,noun,1,7,地区；行政区,"The historic district of Kyoto is known for its beautiful temples and traditional tea houses, attracting tourists from around the globe.",京都の歴史地区は、美しい寺院や伝統的な茶屋で知られ、世界中から観光客を魅了しています。
666,conservation,noun,1,7,（動植物などの）保護；保存,Efforts in wildlife conservation are essential to protect endangered species.,絶滅危惧種を守るためには、野生生物の保護活動が不可欠である。
667,harvest,noun,1,7,収穫（物）；収穫期；漁獲高,The harvest was particularly bountiful this year due to favorable weather conditions.,今年の収穫は、恵まれた天候のおかげで特に豊作だった。
668,predator,noun,1,7,捕食動物；略奪者,"Lions are apex predators in their ecosystem, playing a crucial role in maintaining balance.",ライオンは彼らの生態系において頂点捕食者であり、バランスを維持する上で重要な役割を果たしています。
669,trap,noun,1,7,わな；苦境,The difficult question in the exam was designed to be a trap for students who didn't read carefully.,試験の難しい問題は、注意深く読まない学生にとってのわなとして仕組まれていた。
670,trick,noun,1,7,こつ；策略；いたずら；芸当,Learning the trick to solving this puzzle requires patience and practice.,このパズルを解くこつを学ぶには、忍耐と練習が必要です。
671,fault,noun,1,7,〔通例one's ～〕責任；欠点；誤り,It's not your fault that the train was delayed; sometimes things just happen.,電車が遅れたのはあなたのせいではありません。時々、どうしようもないこともあります。
672,discount,noun,1,7,割引,Many department stores offer a special discount to their loyal customers during sales events.,多くのデパートでは、セール期間中に常連客に特別な割引を提供しています。
673,bias,noun,1,7,偏見；傾向,Overcoming unconscious bias is a crucial step towards fostering a truly inclusive society.,無意識の偏見を乗り越えることは、真に包容力のある社会を築くための重要な一歩である。
674,cooperation,noun,1,7,協力，共同,Effective cooperation among team members is essential for achieving challenging goals in any collaborative project.,共同プロジェクトにおいて、チームメンバー間の効果的な協力は困難な目標を達成するために不可欠です。
675,patent,noun,1,7,特許（権）；特許品,The company invested heavily in research and development to secure new patents for their innovative technologies.,その会社は、革新的な技術に関する新たな特許を確保するため、研究開発に多額の投資を行った。
676,dialogue,noun,1,7,対話，会話；意見の交換,Open dialogue is essential for understanding different perspectives and fostering mutual respect.,開かれた対話は、異なる視点を理解し、相互の尊重を育むために不可欠である。
677,component,noun,1,7,構成要素；部品,The software's modular design allows for individual components to be updated without affecting the entire system.,そのソフトウェアのモジュール設計は、システム全体に影響を与えることなく、個々の構成要素を更新することを可能にする。
678,reputation,noun,1,7,評判；名声,Maintaining a good reputation is crucial for any business wishing to succeed in the long term.,長期的な成功を目指す企業にとって、良い評判を維持することは非常に重要である。
679,verbal,adjective,1,7,言葉の；口頭での；動詞の,"The contract required a written agreement, not just a verbal promise.",その契約には、口頭での約束だけでなく、書面での合意が必要だった。
680,internal,adjective,1,7,内部の（⇔ external ⇒ 989）；国内の；内面的な,The company decided to address its internal problems before focusing on external expansion.,会社は、外部への拡大に焦点を当てる前に、内部の問題に対処することを決めた。
681,solid,adjective,1,7,しっかりした；硬い；固体の,Ice is water in its solid form.,氷は水の固体の形です。
682,remote,adjective,1,7,（～から）遠く離れた（from）；かけ離れた,The research team established a temporary base in a remote jungle region to study rare wildlife.,研究チームは、珍しい野生生物を研究するため、遠隔のジャングル地域に一時的な拠点を設けた。
683,principal,adjective,1,7,主要な；資本金の,The principal reason for their late arrival was unexpected traffic congestion.,彼らの到着が遅れた主要な理由は、予期せぬ交通渋滞でした。
684,sophisticated,adjective,1,7,高性能の，精巧な；洗練された,"The latest smartphone models feature increasingly sophisticated technology, making them capable of a wide range of functions.",最新のスマートフォンモデルは、ますます高性能な技術を搭載しており、幅広い機能を実行できます。
685,equivalent,adjective,1,7,等しい，相当する,"For many students, receiving a scholarship is equivalent to a significant reduction in their financial burden.",多くの学生にとって、奨学金を受け取ることは経済的負担の大幅な軽減に相当します。
686,rational,adjective,1,7,理性的な；合理的な,Humans are often expected to make rational decisions based on facts and logic.,人間は、事実と論理に基づいて合理的な決定を下すことがしばしば期待されます。
687,relevant,adjective,1,7,関係がある；適切な,"When conducting research, it is crucial to ensure that all sources you consult are relevant to your topic.",研究を行う際は、参照する全ての情報源が自身のテーマに深く関連しているかを確認することが極めて重要である。
688,absolute,adjective,1,7,絶対的な（⇔ relative 相対的な）,"The king held absolute power over his subjects, allowing him to make all decisions without opposition.",王は臣民に対し絶対的な権力を握っており、反対なしにすべての決定を下すことができた。
689,frequent,adjective,1,7,頻繁な,Frequent exposure to a foreign language is essential for attaining fluency.,外国語に頻繁に触れることは、流暢さを習得するために不可欠です。
690,permanent,adjective,1,7,永続的な（⇔ temporary ⇒ 793）,The company is looking for a permanent solution to the problem.,会社はその問題に対する永続的な解決策を探しています。
691,intense,adjective,1,7,強烈な；熱烈な,"The competition was intense, with all teams playing their best.",全てのチームが最高のプレーを見せる中、競争は激しかった。
692,meaningful,adjective,1,7,意味のある,Volunteering can be a truly meaningful experience for many people.,ボランティア活動は、多くの人にとって本当に意味のある経験となり得ます。
693,evil,adjective,1,7,邪悪な；有害な,The fairy tale depicted an evil witch who cast a dark spell.,おとぎ話には、暗い呪文をかけた邪悪な魔女が描かれていた。
694,extinct,adjective,1,7,絶滅した；廃止された,Many species of animals are in danger of becoming extinct due to climate change and habitat loss.,多くの動物種が、気候変動と生息地の喪失により、絶滅の危機に瀕している。
695,random,adjective,1,7,無作為の；手当たり次第の,The researchers conducted a random sample of the population to ensure their results were representative.,研究者たちは、結果が代表的なものとなることを確実にするため、母集団の無作為抽出を行った。
696,raw,adjective,1,7,生の；未加工の,Eating raw vegetables is often recommended for a healthy diet because they retain more nutrients.,より多くの栄養素を保持しているため、生野菜を食べることは健康的な食事のためにしばしば推奨されます。
697,rude,adjective,1,7,無礼な（⇔ polite 礼儀正しい）；粗野な,It's considered rude to point at people in many cultures.,多くの文化圏では、人を指差すことは無礼だとされています。
698,mere,adjective,1,7,単なる，ほんの,"It was a mere coincidence that they met, not destiny.",彼らが会ったのは単なる偶然で、運命ではなかった。
699,tropical,adjective,1,7,熱帯の,Many tourists visit tropical islands for their beautiful beaches.,多くの観光客が、美しいビーチを目当てに熱帯の島々を訪れます。
700,forth,adverb,1,7,前へ，先へ；それ以降,The explorers decided to set forth on their perilous journey despite the warnings.,探検家たちは、警告があったにもかかわらず、危険な旅に出発することに決めた。
701,possess,verb,1,8,を所有している；の心をとらえる,"True happiness does not come from the material wealth one might possess, but from inner peace.",真の幸福は、人が所有するかもしれない物質的な富からではなく、内なる平和から得られるものだ。
702,dominate,verb,1,8,を支配する；（～より）優勢である（over）,One major tech company now dominates the global smartphone market.,ある大手テクノロジー企業が今や世界のスマートフォン市場を支配している。
703,guarantee,verb,1,8,を保証する,"We cannot guarantee your success, but we can guarantee our full support throughout the process.",あなたの成功を保証することはできませんが、その過程での全面的なサポートはお約束できます。
704,melt,verb,1,8,溶ける；なごむ；を溶かす,Global warming is causing glaciers to melt at an alarming rate.,地球温暖化が、氷河を驚くべき速さで溶かしている。
705,embarrass,verb,1,8,に恥ずかしい思いをさせる,"She tried to hide her mistake, but her flushed cheeks only served to embarrass her further.",彼女は自分の間違いを隠そうとしたが、赤らんだ頬が彼女をさらに恥ずかしい思いをさせるだけだった。
706,discourage,verb,1,8,（人）にやる気をなくさせる；を落胆させる（⇔ encourage ⇒ 30）,"Lack of progress did not discourage her; instead, it fueled her determination to succeed.",進歩の欠如は彼女を落胆させませんでした。それどころか、それは彼女の成功への決意をさらに強くしました。
707,detect,verb,1,8,を感知する；を見つけ出す；に気づく,The security system is designed to detect any unauthorized entry.,その警備システムは、不正な侵入を感知するように設計されています。
708,devote,verb,1,8,をささげる,She decided to devote her time to volunteering at the local hospital.,彼女は地元の病院でボランティア活動に時間を捧げることに決めた。
709,urge,verb,1,8,に（強く）促す；を強く主張する；を駆り立てる,We urge the government to take immediate action to address climate change.,私たちは政府に気候変動に対処するため、直ちに行動を起こすよう強く促します。
710,lend,verb,1,8,を貸す（⇔ borrow を借りる）；（人）に（助言・援助など）を与える,Many people hesitate to lend books because they often don't get them back.,多くの人は、本を貸すと返ってこないことが多いので、ためらいます。
711,restrict,verb,1,8,を制限する,The government decided to restrict the import of certain goods to protect domestic industries.,政府は国内産業を保護するため、特定の商品の輸入を制限することを決定した。
712,isolate,verb,1,8,を孤立させる,"To prevent the spread of the virus, the patient was isolated in a special ward.",ウイルスの拡散を防ぐために、その患者は特別病棟に隔離された。
713,accompany,verb,1,8,に同行する；に付随する,She was accompanied by her assistant throughout the entire conference.,彼女は会議の全期間、アシスタントに同行されました。
714,exhaust,verb,1,8,を疲れ果てさせる；を使い尽くす；排気する,The intense workout completely exhausted the athlete.,激しいトレーニングでその選手は完全に疲れ果てた。
715,annoy,verb,1,8,を悩ます；〔受身形で〕腹が立つ,His habit of chewing gum loudly tends to annoy everyone in the room.,彼がガムをくちゃくちゃと噛む癖は、部屋にいる全員を不快にさせがちだ。
716,endanger,verb,1,8,を危険にさらす,Pollution from factories can endanger the lives of countless species.,工場からの汚染が、数え切れないほどの種の生命を危険にさらす恐れがあります。
717,acknowledge,verb,1,8,（事実など）を認める（≒ admit ⇒ 406）；に謝意を表す,The company was forced to acknowledge its role in the environmental damage.,その会社は環境破壊における自社の役割を認めざるを得なかった。
718,admire,verb,1,8,に（～のことで）敬服［感心］する（for）,Many people admire her for her dedication to helping others.,多くの人々が、他者を助けることへの彼女の献身に敬服している。
719,evaluate,verb,1,8,を評価する；を査定する,It is crucial to carefully evaluate all available data before making a final decision.,最終決定を下す前に、利用可能なすべてのデータを慎重に評価することが不可欠である。
720,declare,verb,1,8,を宣言する；を申告する,The government will declare a new policy on environmental protection next month.,政府は来月、環境保護に関する新しい政策を宣言するだろう。
721,secure,verb,1,8,を確保する；を守る,The company decided to implement new security measures to secure its confidential data.,その会社は機密データを保護するために、新しいセキュリティ対策を導入することを決定しました。
722,specialize,verb,1,8,専門とする；【英】（～を）専攻する（in）（≒ 【米】major）,Many universities allow students to specialize in a specific field of study after their general education.,多くの大学では、学生は一般教養課程を終えた後、特定の研究分野を専攻することができます。
723,attribute,verb,1,8,（結果など）を（～に）帰する（to）,Scientists often attribute the recent increase in extreme weather events to climate change.,科学者たちは、最近の異常気象の増加をしばしば気候変動に帰している。
724,pretend,verb,1,8,（の）ふりをする,He had to pretend that he wasn't disappointed to maintain his composure in front of the audience.,彼は聴衆の前で冷静さを保つために、落胆していないふりをしなければならなかった。
725,bury,verb,1,8,を埋める；を埋葬する；を隠す,"The company tried to bury the scandal, but the truth eventually came out.",その会社はそのスキャンダルを隠蔽しようとしたが、最終的に真実が明らかになった。
726,reverse,verb,1,8,を逆転させる；を反対にする,The company decided to reverse its previous decision to expand into the overseas market due to unexpected financial difficulties.,会社は予期せぬ財政難のため、海外市場への拡大という以前の決定を撤回することを決定した。
