id,word,pos,part,section,japanese,sentence,sentence_ja
466,lawyer,noun,1,5,弁護士,He consulted a lawyer to discuss filing a lawsuit.,彼は訴訟を起こすことを検討するために弁護士に相談した。
467,stuff,noun,1,5,（漠然と）物；素材；素質,She keeps her personal stuff in the cabinet in her office.,彼女は事務所の戸棚の中に私物を保管している。
468,comfort,noun,1,5,快適さ；慰め,He has been living in comfort and safety since his retirement.,彼は引退以来ずっと快適で安全に暮らしている。
469,philosophy,noun,1,5,哲学；原理；人生観,The student took the class of modern philosophy just for fun.,その学生は単に楽しみのために現代哲学の授業を取った。
470,mammal,noun,1,5,哺乳動物,Most mammals including human beings can maintain their body temperature naturally.,人間を含むたいていの哺乳動物は自然に体温を保つことができる。
471,quantity,noun,1,5,量（⇔ quality ⇒ 69）；分量,Burning jet fuel releases vast quantities of carbon dioxide.,ジェット燃料の燃焼は大量の二酸化炭素を放出する。
472,landscape,noun,1,5,風景；領域；状況,The colorful flowers add much beauty to the rural landscape.,色彩豊かな花々が田舎の風景に多くの美を添える。
473,tribe,noun,1,5,部族；仲間,"For Native American tribes, lacrosse games are major events.",アメリカ先住民の部族にとって，ラクロスの試合は大きな行事である。
474,organ,noun,1,5,器官，臓器；組織；（パイプ）オルガン,The brain is the most advanced organ in the known universe.,脳は既知の宇宙において最も進歩した器官である。
475,trial,noun,1,5,試み，（品質・性能などの）試験；裁判；試用期間,Singapore has started the world's first public trial of the robo-taxi service.,シンガポールはロボットタクシー運行業務の世界初の公開試験を始めた。
476,norm,noun,1,5,規範；標準,You are expected to adapt to changes in social norms.,社会規範の変化に順応することが求められている。
477,code,noun,1,5,規範；暗号；法典,The local restaurant has a formal dress code.,その地元のレストランは正式な服装規定がある。
478,substance,noun,1,5,物質；実体；趣旨,Drinking water must be clean and free from harmful substances.,飲料水は清潔で，有害物質なしでなければならない。
479,multiple,adjective,1,5,多様な；種々雑多な,The student searched multiple information sources for his project.,その学生は自分の研究課題のために多様な情報源を検索した。
480,numerous,adjective,1,5,非常に数の多い,Kyoto is an old capital city with numerous temples and shrines.,京都は非常に多くの寺や神社がある古都である。
481,narrow,adjective,1,5,狭い；細い；限られた,The temperature varies only within a narrow range in a cave.,洞窟の中では気温は狭い範囲内でしか変動しない。
482,widespread,adjective,1,5,広範囲にわたる；広く普及した,My mother had trouble washing out a widespread stain on my T-shirt.,母は私のTシャツについた広範囲のしみを洗い落とすのに苦労した。
483,sufficient,adjective,1,5,（～に；…するのに）十分な（for；to do）,My new house doesn't have the sufficient space to place all my furniture.,私の新しい家にはすべての家具を置くための十分なスペースがない。
484,proper,adjective,1,5,適切な；正式の；（名詞の後ろで）主要な；（～に）固有の（to）,We should take proper measures to prevent accidents on highways.,私たちは幹線道路での事故を防ぐために適切な対策をとるべきである。
485,linguistic,adjective,1,5,言語の，言語学の,Translators apply their general and linguistic knowledge.,翻訳者は自らの一般知識と言語の知識を用いる。
486,annual,adjective,1,5,年1回の，例年の；1年間の,My annual medical checkup is coming up soon.,年に１度の健康診断がもうすぐやってくる。
487,contemporary,adjective,1,5,現代の；同時代の；同年輩の,"If you prefer contemporary art, you should visit Tate Modern.",現代美術が好みなら，テートモダン美術館を訪れるべきだ。
488,contrary,adjective,1,5,（～と）反対の（to）,"Contrary to his expectations, the exam was very hard.",彼の期待に反して，その試験はとても難しかった。
489,strict,adjective,1,5,（規則などが）厳しい；厳格な,Australia has taken strict measures against illegal imports.,オーストラリアは不正輸入に対して厳しい対策をとってきた。
490,civil,adjective,1,5,市民の；民間の；民事の（⇔ criminal 刑事の）,The U.S. Supreme Court often makes decisions concerning civil rights.,合衆国最高裁判所はしばしば公民権にかかわる判断を下す。
491,odd,adjective,1,5,奇妙な（≒ strange）；奇数の,The teacher told his students some odd facts about world history.,その教師は生徒たちに世界史に関するいくつかの奇妙な事実を伝えた。
492,unknown,adjective,1,5,不明の；（～に）知られていない（to），無名の,The cause of the accident is still unknown.,その事故の原因はいまだに不明である。
493,superior,adjective,1,5,よりすぐれた（⇔ inferior ⇒ 1092）,It is not easy to determine which kinds of art are superior to others.,どの種類の芸術がほかのものよりすぐれているかを決めるのは，容易ではない。
494,sensitive,adjective,1,5,敏感な；神経質な；微妙な,My teeth are extremely sensitive to cold things.,私の歯は冷たい物に極めて敏感である。
495,violent,adjective,1,5,（人・気質などが）激しい；暴力的な,It is said that American football is a violent sport.,アメフトは激しいスポーツであると言われている。
496,virtual,adjective,1,5,仮想の；事実上の,Virtual reality goggles make you unaware of your actual surroundings.,仮想現実ゴーグルをかけると，実際の周囲の状況に気づかなくなる。
497,regardless,adjective,1,5,（～に）かまわない，無頓着な（of）,The opportunity to work in all careers should be equal regardless of gender.,あらゆる職業において働く機会は性別にかかわらず均等であるべきである。
498,immediate,adjective,1,5,即座の；当面の；すぐそばの；直接の,He gave us an immediate answer on the matter.,彼は私たちにその問題に関して即答した。
499,crucial,adjective,1,5,重要な,It is crucial that you are very careful when checking documents.,書類を確認する際は非常に注意することが重要である。
500,somewhat,adverb,1,5,いくぶん，多少,I'll be somewhat late for your birthday party on Friday.,私は金曜日のあなたの誕生日パーティーに少し遅れます。
501,interpret,verb,1,6,を解釈する；（を）通訳する,We often interpret dreams as a reflection of our true thoughts.,私たちは夢を自分自身の本心の現れとして解釈することが多い。
502,translate,verb,1,6,を翻訳する；を（～に）変える（into）,She translated an English essay into French with ease.,彼女は英語のエッセイを容易にフランス語に翻訳した。
503,concentrate,verb,1,6,（を）集中する,In a quiet library I can concentrate on studying.,静かな図書館で私は勉強に集中することができる。
504,request,verb,1,6,に（…するように）頼む（to do）；を要請する,The flight attendant requested all the passengers to remain seated.,客室乗務員は乗客全員に座ったままでいるように求めた。
505,criticize,verb,1,6,を批判する；を批評する,Employees criticized the company president for poor management.,従業員たちは下手な経営を理由に社長を批判した。
506,overcome,verb,1,6,を克服する,He managed to overcome his money problems.,彼はなんとか自らの金銭問題を克服した。
507,obtain,verb,1,6,を得る,"After graduation, he obtained a position in a large company.",卒業後，彼は地元の銀行で職を得た。
508,inform,verb,1,6,に知らせる；情報を提供する,Please inform us of any change in your plan.,計画のどんな変更も我々にお知らせください。
509,ensure,verb,1,6,を確実にする（≒ make sure）；を守る,Please ensure that your safety belts are fastened.,確実に安全ベルトが締まっているようにしてください。
510,announce,verb,1,6,を発表［公表］する，知らせる；（物事が）を告げる,The government announced a new policy on agriculture.,政府は農業に関する新しい政策を発表した。
511,grant,verb,1,6,（人）に（許可・権利など）を与える；を認める,A fingerprint scanner can be used to grant employees access to certain areas.,指紋スキャナーは社員にある区域への立ち入り権を与えるのに使うことができる。
512,freeze,verb,1,6,凍る；を凍らせる；（計画・資金など）を凍結する,"When water in the ocean freezes, layers of ice may form.",海水が凍るとき，氷の層が形成されることもある。
513,oppose,verb,1,6,に反対する；を対抗［対比］させる,Many voters opposed the current law.,多くの有権者は現行法に反対した。
514,differ,verb,1,6,異なる,Humans differ from other animals mostly due to their large brains.,人間は主としてその大きな脳のためにほかの動物と異なる。
515,hate,verb,1,6,をひどく嫌う；を残念に思う,My sister hates to practice the piano every day.,私の妹は毎日ピアノの練習をするのをひどく嫌う。
516,emphasize,verb,1,6,を強調する；を重視する,Ecologists are emphasizing the need to protect the environment.,生態学者は自然環境を保護する必要性を強調している。
517,employ,verb,1,6,を雇う（≒ give ～ a job）；を使う（≒ use）,The research center now employs more than 100 scientists.,その研究センターは現在100人以上の科学者を雇っている。
518,credit,verb,1,6,（功績など）を（～に）帰する（to）；を信じる,Her colleagues credit her success to her skill at blocking computer hackers.,彼女の同僚は彼女の成功をコンピューターハッカーの阻止に関する彼女の技術のおかげだと思っている。
519,transform,verb,1,6,を変える；変わる,Solar panels transform the sun's energy into electricity.,太陽電池パネルは太陽エネルギーを電力に変える。
520,construct,verb,1,6,を建設する（＝ build）；を構成する,The city plans to construct new public transportation facilities.,市は新しい公共輸送施設を建設する計画である。
521,arise,verb,1,6,生じる,Social problems may arise from cultural differences.,社会問題は文化的な相違から生じることもある。
522,beat,verb,1,6,を打ち負かす；（を）打つ，たたく,Tim hopes to beat last year's champion in the next game.,ティムは次の試合で昨年の優勝者を打ち負かしたいと思っている。
523,regret,verb,1,6,を後悔する,The lawyer regrets having been unable to help his client.,その弁護士は依頼人を助けられなかったことを悔やんでいる。
524,alter,verb,1,6,を変える；変わる（≒ change）,An increase in foreigners may alter a country's traditional identity.,外国人の増加は国の伝統的な独自性を変えるかもしれない。
525,absorb,verb,1,6,を吸収する；を併合する；を夢中にさせる,The new T-shirt absorbs sweat and dries fast.,その新しいTシャツは汗を吸収して速く乾く。
526,disappoint,verb,1,6,を失望させる；（希望など）をくじく,They were disappointed with the poor service of the restaurant.,彼らはそのレストランのお粗末なサービスに失望した。
527,cure,verb,1,6,を治す；を取り除く；（病気が）治る,Advanced medical techniques may cure certain types of cancer.,先進医療技術はある種の癌を治すことがある。
528,transport,verb,1,6,を輸送する；を運ぶ,Ships are used to transport most of the world's commercial goods.,船は世界の商品の大半を輸送するのに用いられる。
529,rush,verb,1,6,急いで行く；性急に行動する；をせき立てる,The ambulance rushed to the scene of the accident to help the man.,救急車はその男性を助けるために事故現場に急行した。
530,hang,verb,1,6,を掛ける；を絞首刑にする；垂れ（下が）る,He hung his jacket on the back of his chair.,彼は椅子の背に自分の上着を掛けた。
531,blame,verb,1,6,を責める；の責任を負わせる,We often blame a politician for having made a careless remark.,私たちは不注意な発言をしたことでよく政治家を責める。
532,ban,verb,1,6,を（法的に）禁止する；を締め出す,"Today, many restaurants ban smoking inside.",今日，多くのレストランが店内での喫煙を禁止している。
533,fascinate,verb,1,6,を魅了する,Picasso's paintings have long fascinated people in the world.,ピカソの絵画は長い間世界中の人々を魅了してきた。
534,recover,verb,1,6,回復する；を取り戻す,John used Chinese medicine to recover from his injuries.,けがから回復するためにジョンは漢方医学を使った。
535,celebrate,verb,1,6,を祝う；を挙行する,My parents celebrated their 25th wedding anniversary in December.,私の両親は12月に結婚25周年を祝った。
536,manufacture,verb,1,6,を製造する；をでっち上げる,The electronics company manufactures large quantities of smartphones.,その電子機器会社は大量のスマートフォンを製造している。
537,interact,verb,1,6,影響し合う；相互に作用する,Ecologists study how organisms interact with their environment.,生態学者は生物がどのように自らの環境と影響し合っているかを研究する。
538,arrange,verb,1,6,の段取りをつける；を手配する；を配置する,She arranged a surprise party for her daughter.,彼女は娘のためのサプライズパーティーの段取りをつけた。
539,adjust,verb,1,6,を調整する；を適合させる；順応する,The chef adjusted the seasoning just before serving the soup.,シェフはスープを出す直前に味つけを調整した。
540,confirm,verb,1,6,を確認する；を裏づける,The postal worker confirmed my identity before handing me the express letter.,その郵便局員は速達の手紙を私に渡す前に私の身元を確認した。
541,insight,noun,1,6,見識，理解（力）；洞察力,The research gave him new insights into human behavior.,その研究は人間の行動に対する新たな見識を彼に与えた。
542,innovation,noun,1,6,革新；新機軸,We can use the Internet anywhere thanks to technological innovations.,私たちは技術革新のおかげでどこでもインターネットを使うことができる。
543,budget,noun,1,6,予算；経費,The public library was closed on account of budget cuts.,その公立図書館は予算削減のために閉鎖された。
544,fee,noun,1,6,料金；謝礼,"On weekends, the City Museum reduces the entrance fee for children.",週末に，市博物館は子供の入館料を下げる。
545,expense,noun,1,6,（～s）経費；費用；犠牲,The manager aims to cut down personnel expenses.,その経営者は人件費を削減しようとしている。
546,debt,noun,1,6,借金，負債；恩義,"I am 500,000 yen in debt to my parents.",私は両親に50万円の借金がある。
547,loan,noun,1,6,貸付金，融資；貸すこと,He spent ten years paying back the bank loan.,彼は銀行の貸付金を返済するのに10年を費やした。
548,duty,noun,1,6,義務；（しばしば～ties）職務；関税,He was blamed for not doing his duty as a parent.,彼は親としての義務を果たさないことで責められた。
549,alarm,noun,1,6,不安，恐れ；警報装置,"When she heard a strange sound, she looked around in alarm.",彼女は奇妙な音を聞いたとき，不安を感じて辺りを見回した。
550,emergency,noun,1,6,緊急（事態）,You need to know what to do in an emergency.,君は緊急の場合にどうすべきかを知っておく必要がある。
551,democracy,noun,1,6,民主主義，民主政治；民主国家,Majority rule is the basic principle of democracy.,多数決原理は民主主義の基本原則である。
552,minister,noun,1,6,大臣；（プロテスタント系の）聖職者,The Prime Minister's explanations were sometimes inconsistent.,総理大臣の説明はときに首尾一貫していなかった。
553,fellow,noun,1,6,仲間，同僚；同級生；男,You should get along with your fellows at work.,職場の同僚とうまくやっていくべきである。
554,candidate,noun,1,6,（～の）候補（者）（for）；志願者,Today she interviewed four candidates for the new position.,今日，彼女はその市長候補者にインタビューする予定だ。
555,corporation,noun,1,6,（大）企業；法人,Giant corporations control the worldwide industry of computer services.,巨大企業が世界中のコンピューターサービス産業を支配している。
556,stereotype,noun,1,6,固定観念；決まり文句,Most foreigners have a positive stereotype of Japan.,たいていの外国人は，日本に対して固定観念を抱いている。
557,route,noun,1,6,道（筋）；路線，ルート；（～の）手段（to）,The GPS can plan the best route for the driver.,GPSは運転手にとっての最善の道筋を計画することができる。
558,disorder,noun,1,6,障害，（心身の）不調；混乱,Normal human emotions like temporary sadness are sometimes treated as mental disorders.,人間的感情が，ときに精神障害を引き起こすことがある。
559,depression,noun,1,6,憂うつ；うつ病；不況；低気圧,Experts say that aerobic exercise reduces stress and depression.,専門家は有酸素運動がストレスや憂うつを軽減すると言う。
560,weapon,noun,1,6,兵器，武器（≒ arms）,Several international treaties ban the use of biological and chemical weapons.,いくつかの国際条約が生物・化学兵器の使用を禁じている。
561,immigration,noun,1,6,（他国からの）移民，移住；入国管理,Labor shortages were the main driving force of immigration from other countries.,労働力不足は他国からの移民の主要な推進力であった。
562,barrier,noun,1,6,（～に対する）障壁（against / to）；防壁,They finally overcame the language barrier against each other.,彼らはついにお互いの言語の障壁を克服した。
563,disadvantage,noun,1,6,不利（な点）；障害；（信用などの）損失,Poor children tend to suffer educational and social disadvantages.,貧しい子供たちは教育的・社会的不利を被る傾向がある。
564,mood,noun,1,6,気分；機嫌；雰囲気,"Today, I am in the mood for an Italian meal.",今日はイタリア料理の気分だ。
565,motion,noun,1,6,動き，動作；運動；動議,Exercise may improve your body's range of motion.,運動は身体の可動域を改善し得る。
566,routine,noun,1,6,決まり切った仕事；いつもの手順,You need an occasional break from your daily routine.,あなたは決まり切った日々の仕事からときにはひと休みが必要だ。
567,discipline,noun,1,6,規律，しつけ；訓練；懲戒；学問分野,Teachers often deal with the discipline problems of their students.,教師はよく生徒のしつけの問題に対処する。
568,myth,noun,1,6,作り話；神話,It is a total myth that men are better drivers than women.,男性が女性より車の運転が上手であるというのはまったくの作り話である。
569,hypothesis,noun,1,6,仮説；憶測,The scientist developed a logical hypothesis for his next experiment.,その科学者は彼の次の実験のために論理的な仮説を立てた。
570,physician,noun,1,6,（主に米）医師（≒ doctor）；内科医,The physician at the hospital has special knowledge of food allergies.,その病院のその医師は食物アレルギーについて特別な知識を持っている。
571,client,noun,1,6,顧客（≒ customer）；（弁護士などの）依頼人,She had a business meeting with an important client.,彼女は重要な顧客との商談を持った。
572,colony,noun,1,6,植民地；集団居住地；（動植物の）コロニー,"In former British colonies such as Australia, they drive on the left.",かつてのイギリス植民地では，車は道路の左側を走る。
573,statistics,noun,1,6,統計；統計学,Statistics show that school uniforms have positive effects on students' behavior.,学校の制服が生徒の行動にプラスの効果を及ぼすことを統計は示す。
574,grain,noun,1,6,穀物；粒；きめ,Dr. Willett recommends eating whole grains for breakfast.,ウィレット博士は全粒穀物を朝食に食べることを勧める。
575,ingredient,noun,1,6,材料，成分；（成功の）要因,He wanted to know the calories and the ingredients of the dish.,彼はその料理のカロリーと材料を知りたがった。
576,treasure,noun,1,6,宝物，財宝；財産,The painting of Christ in the museum is a national treasure.,その美術館にあるキリストの絵画は国宝である。
577,contract,noun,1,6,契約（書）；協定,He has made a three-year contract with a professional soccer team.,彼はプロサッカーチームとの3年契約を結んだ。
578,welfare,noun,1,6,福祉，幸福,The local government in our city is concerned with child welfare.,私たちの市の地方自治体は児童福祉を重視している。
579,prime,adjective,1,6,主要な，最も重要な；最適な；極上の,Staring at your computer monitor is the prime cause of dry eye.,コンピューター画面をじっと見ることはドライアイの主要な原因である。
580,curious,adjective,1,6,好奇心の強い；奇妙な,Students should be curious about the world around them.,学生は自分の周りの世界に関して好奇心旺盛であるべきだ。
581,dramatic,adjective,1,6,劇的な；演劇の,The IT industry has achieved dramatic growth over the past decade.,IT産業は過去10年間に劇的な発展を遂げた。
582,distinct,adjective,1,6,明らかに異なる；明瞭な,The four distinct seasons in Japan attract many foreign tourists.,日本の明らかに異なる4つの季節は多くの外国人旅行者を引きつける。
583,anxious,adjective,1,6,心配して；切望して,Young people are often anxious about their future.,若者はよく自分の将来を心配している。
584,vital,adjective,1,6,必要不可欠な；活気のある；生命にかかわる,A long-term defense strategy is vital to national security.,長期的な防衛戦略は国家の安全保障にとって必要不可欠である。
585,conventional,adjective,1,6,従来の；月並みな,This product is far superior to conventional models.,この製品は従来型よりはるかにすぐれている。
586,abstract,adjective,1,6,抽象的な（⇔ concrete ⇒ 783）,Human language allows us to talk about abstract concepts.,人間の言語は私たちが抽象的概念について語るのを可能にする。
587,minor,adjective,1,6,重要でない；小さい（⇔ major ⇒ 88）,The mechanic found that there were minor problems with the car.,整備士はその車にささいな問題があるのを見つけた。
588,extraordinary,adjective,1,6,並はずれた；異常な，驚くべき,He has extraordinary knowledge in the area of organic chemistry.,彼は有機化学の分野において並はずれた知識を持っている。
589,stable,adjective,1,6,安定した（⇔ unstable 不安定な）；動じない,Fair-trade helps workers in coffee farms live more stable lives.,フェアトレードはコーヒー農園の労働者がより安定した生活を送るのを助ける。
590,flexible,adjective,1,6,融通の利く，柔軟な,Many IT companies are adopting flexible working hours.,多くのIT企業は融通の利く勤務時間制を採用しつつある。
591,brief,adjective,1,6,簡潔な；短い,I have tried to keep my explanation brief.,私は自分の説明を簡潔にしておこうと努めた。
592,aggressive,adjective,1,6,攻撃的な；意欲的な,She has an aggressive attitude to her junior colleagues.,彼女は職場の後輩に対し攻撃的な態度をとる。
593,visible,adjective,1,6,（目に）見える（⇔ invisible 見えない）；明白な,The shampoo had a clearly visible effect on her hair.,そのシャンプーは彼女の髪の毛にはっきりと目に見える効果があった。
594,unexpected,adjective,1,6,思いがけない，不意の,There was an unexpected delay in the arrival of my train.,私が乗る列車の到着に思いがけない遅れがあった。
595,ethnic,adjective,1,6,民族の，人種の；民族特有の,Britain is a society with a rich ethnic diversity.,イギリスは豊かな民族的多様性を有する社会である。
596,alien,adjective,1,6,（～にとって）異質の（to）；外国の；宇宙人の,Giving a tip at a restaurant is a habit alien to most Japanese people.,レストランでチップを渡すことはたいていの日本人にとって異質の習慣である。
597,initial,adjective,1,6,初めの,Initial treatment is crucial for those with breast cancer.,初期の治療が乳癌にかかった人にとって重大である。
598,exact,adjective,1,6,正確な；まさにその,She tried to make an exact copy of the Mona Lisa.,彼女はモナ・リザの正確な模写を描こうとした。
599,precise,adjective,1,6,正確な（≒ exact）；精密な；まさにその,The precise height of the tower is 634 meters.,そのタワーの正確な高さは634メートルである。
600,latter,adjective,1,6,後者の（⇔ former 前者の），後半の,The latter group in the experiment showed better results than the other group.,実験の後半のグループのほうがもう一方のグループよりよい結果を出した。
601,commit,verb,1,7,（commit oneselfまたは受身形で）献身する；（罪など）を犯す；を投入する,She is committed to managing her company.,彼女は自分の会社の経営に専念している。
602,stimulate,verb,1,7,を刺激する,A good foreign policy stimulates the economy.,すぐれた外交政策は経済を刺激する。
603,enhance,verb,1,7,（価値など）を高める，増す,Some say that traveling abroad will enhance your job opportunities.,海外旅行が仕事の機会を増やすことになると言う人がいる。
604,pursue,verb,1,7,を追求する；に従事する,I hope to pursue my own interests at a university.,私は大学で自分自身の興味を追求することを望んでいる。
605,react,verb,1,7,反応する；化学反応を起こす,Life is decided by how you react to what happens to you.,人生は自分の身に起こることにどう反応するかによって決定される。
606,disagree,verb,1,7,不賛成である；意見が食い違う,Most of the audience disagreed with the speaker's opinions.,聴衆の大半は演説者の意見に不賛成であった。
607,stare,verb,1,7,じっと見る；を見つめる,She stared at the unexpected visitor for a while.,彼女はしばらくの間その思いがけない訪問者をじっと見た。
608,abandon,verb,1,7,を捨てる；を放棄する，断念する,Some of the population is likely to abandon the polluted city.,住民の一部は汚染された都市を見捨てる可能性がある。
609,quit,verb,1,7,をやめる；（場所）を去る,He had to quit the job due to his poor health.,彼は体調不良により仕事を辞めなくてはならなかった。
610,capture,verb,1,7,をとらえる；をとりこにする,His approach seems to capture the essential characteristics of visual art.,彼の手法は視覚芸術の本質的特徴をとらえているように思える。
611,transfer,verb,1,7,を移す；を伝える；移る；乗り換える,The gallery will transfer one item of its collection to a Tokyo art museum.,その美術館は収蔵品の1点を東京の美術館に移す予定である。
612,bother,verb,1,7,を悩ます；（～を）気にかける（about / with）,The high humidity in this country sometimes bothers foreign visitors.,この国の高い湿度は外国人観光客を悩ませることがある。
613,persuade,verb,1,7,を説得する；に確信させる,I managed to persuade her to accept our offer.,私はなんとか彼女を説得して私たちの申し出を受け入れさせた。
614,rent,verb,1,7,を賃借りする；を賃貸しする,I need to rent an apartment in Osaka.,私は大阪でマンションの一室を賃借りする必要がある。
615,breed,verb,1,7,を繁殖させる，育てる；繁殖する,It can be difficult to breed wild animals in a zoo.,動物園で野生動物を繁殖させるのは難しいことがある。
616,invest,verb,1,7,（を）投資する；に（～を）与える（with）,He invested some of his money in high-tech stocks.,彼は自分の金の一部をハイテク株に投資した。
617,reserve,verb,1,7,を予約する；を取っておく；（判断など）を保留する,She reserved a flight for New York three months ahead of time.,彼女は出発日の3か月前にニューヨーク行きの航空便を予約した。
618,trace,verb,1,7,（足跡・起源など）をたどる；を捜し出す,The history of Western theater can be traced back to ancient Greece.,西洋演劇の歴史は古代ギリシャにまでさかのぼることができる。
619,illustrate,verb,1,7,を説明する；に挿絵を入れる,The professor illustrated his theory with diagrams.,教授は図を使って自身の理論を説明した。
620,advise,verb,1,7,に忠告［助言］する；（を）助言する,The doctor advised Ella to avoid eating dairy products.,医師はエラに乳製品をとるのを避けるように忠告した。
621,convey,verb,1,7,を伝える；を運ぶ，運搬する,It is said that smiles convey many different emotions.,ほほえみは多くの異なる感情を伝えると言われる。
622,attach,verb,1,7,を（取り）付ける；を付与する,"To apply for a passport, he attached his photo to the form.",パスポートを申請するのに，彼は申請書に写真を貼り付けた。
623,stretch,verb,1,7,を伸ばす；を広げる；伸びる；及ぶ,She stood up and stretched her arms forward.,彼女は立ち上がり両腕を前に伸ばした。
624,puzzle,verb,1,7,を当惑させる,Her strange behavior at the party puzzled us.,パーティーでの彼女の奇妙な行動は私たちを当惑させた。
625,disturb,verb,1,7,をかき乱す；を妨害する；を動揺させる,Humans should never disturb the balance of the natural world.,人間は決して自然界のバランスをかき乱してはならない。
626,crash,verb,1,7,衝突する，墜落する；をぶつけて壊す,He drove off the road and crashed into a tree.,彼の車は道路をはずれて，木に衝突した。
627,cope,verb,1,7,うまく処理する,I have no idea how to cope with this problem.,この問題にどう対処すればよいか私にはまったくわからない。
628,permit,verb,1,7,を許可する（≒ allow）（⇔ forbid ⇒ 1013）,The guard didn't permit us to enter the building.,守衛は私たちがビルに入るのを許さなかった。
629,impress,verb,1,7,を感動させる；に印象を与える,I was impressed by the beautiful view from the top of the mountain.,私は山頂からの美しい景色に感動した。
630,suspect,verb,1,7,ではないかと思う；（人）を疑う,I suspect that she told a lie.,私は彼女がうそをついたのではないかと思う。
631,upset,verb,1,7,を動揺させる；をだめにする,Don't upset yourself over such a tiny mistake.,そんな小さなミスで動揺しないでください。
632,frighten,verb,1,7,（人）を怖がらせる,The little girl was frightened by the big dog.,その小さな女の子は大きな犬におびえた。
633,import,verb,1,7,を輸入する（⇔ export （を）輸出する）；を取り込む,Japan imports most of its energy resources from other countries.,日本はエネルギー資源の大半を他国から輸入している。
634,export,verb,1,7,（を）輸出する（⇔ import を輸入する）,Japan mainly exports cars and electronic components to the world.,日本は主に自動車と電子部品を世界に輸出している。
635,investigate,verb,1,7,を調査する；を究明する；（～を）調査する（into）,Many scientists have investigated various types of strange phenomena.,多くの科学者がさまざまなタイプの奇妙な現象を調査してきた。
636,monitor,verb,1,7,を監視する；を傍受する,People may be monitored by cameras set all around the city.,人々は市内に設置されたカメラによって監視されているかもしれない。
637,calculate,verb,1,7,を計算する；を予測する,I have calculated the remaining amount of my car loan.,私は車のローンの残額を計算した。
638,eliminate,verb,1,7,を取り除く,We must figure out measures to eliminate crime from society.,私たちは社会から犯罪を取り除く方策を考え出さなくてはならない。
639,ease,verb,1,7,を軽減する；和らぐ；緩む,This medicine is used to ease stomach pain.,この薬は胃痛を軽減するのに用いられる。
640,launch,verb,1,7,を開始する；を売り出す；を発射する,We have sufficient financial resources to launch a new business.,私たちは新しいビジネスを始めるのに十分な資金源を持っている。
641,sequence,noun,1,7,連続；一連（のもの）,Identical twins have the same gene sequence.,一卵性の双子は同じ遺伝子配列を持っている。
642,therapy,noun,1,7,療法；心理療法,"Music therapy has been used for nearly 2,000 years.","音楽療法はほぼ2,000年もの間用いられてきている。"
643,symptom,noun,1,7,症状；兆候（≒ sign）,The symptoms of cholera are similar to those of Ebola fever.,コレラの症状はエボラ出血熱の症状に似ている。
644,incident,noun,1,7,出来事，事件；紛争,Many strange incidents have happened to me recently.,最近私に多くの奇妙な出来事が起こっている。
645,witness,noun,1,7,目撃者（≒ eyewitness）；証人；証拠，証言,The police are searching for the witnesses to the accident.,警察はその事故の目撃者を捜索している。
646,sum,noun,1,7,（金）額；合計；要点,The government spent a large sum of money on energy projects last year.,政府は昨年エネルギー事業に多額の金を費やした。
647,burden,noun,1,7,負担；（重い）義務；積み荷,The government should lighten the tax burden on low-income earners.,政府は低所得者に対する税負担を軽減すべきである。
648,tone,noun,1,7,口調；音色；雰囲気；色調,You need to use an appropriate tone of voice when you speak.,話すときは適切な口調を用いる必要がある。
649,honor,noun,1,7,光栄；名誉（⇔ dishonor 不名誉）；敬意,She considered it an honor to give a speech at the wedding.,彼女は結婚式でスピーチをすることを光栄だと思った。
650,award,noun,1,7,（～の）賞（for）；（証書などの）授与,He won a major award for his painting.,彼は自作の絵画で主要な賞を獲得した。
651,priority,noun,1,7,優先（事項）,The newspaper gives priority to providing accurate information.,その新聞は正確な情報を提供することを優先させる。
652,logic,noun,1,7,論理；道理；論理学,The speaker explained his main point using clear logic.,その演説者は明快な論理を使って自身の要点を説明した。
653,minimum,noun,1,7,最小限度（⇔ maximum ⇒ 965）,People riding trains usually try to keep the noise level to a minimum.,電車に乗っている人は普通，雑音レベルを最小限に保とうとする。
654,exception,noun,1,7,（～の）例外（to）,There is no exception to his regular life.,彼の規則正しい生活に例外はない。
655,clue,noun,1,7,（～の）手がかり（to / about）；（パズルの）ヒント,Research in physics may give us clues to understanding the universe.,物理学の研究は宇宙を理解する手がかりを私たちに与えるかもしれない。
656,bond,noun,1,7,絆；債券；束縛；接着剤,The bond between the two sisters is very strong.,その2人姉妹の間の絆は非常に強い。
657,virus,noun,1,7,ウイルス；（感染症の）病原体,She might have been infected with the influenza virus.,彼女はインフルエンザウイルスに感染したかもしれない。
658,surgery,noun,1,7,（外科）手術；外科，外科医学,One's eyesight might be improved with laser surgery.,レーザー手術により視力が改善されることもある。
659,insurance,noun,1,7,保険；保険料；保険金,Foreign workers in Japan easily get access to Japanese health insurance.,日本在住の外国人労働者は容易に日本の健康保険を利用することができる。
660,frame,noun,1,7,枠，（額）縁；骨組み；体格,He put his most recent photo in a frame.,彼は自分のごく最近の写真を額縁に入れた。
661,shelter,noun,1,7,避難（所），保護,People took shelter from sudden hard rain in a roofed structure.,人々は突然の激しい雨から屋根付きの建物に避難した。
